product_id,product_name,category,price,cost,stock_quantity,reorder_level
137,Toys Item 137,Toys,244.17,115.87,4270,134
138,Books Item 138,Books,170.13,113.93,634,192
139,Automotive Item 139,Automotive,79.80,53.57,2619,238
140,Office Item 140,Office,130.46,98.61,1894,108
141,Electronics Item 141,Electronics,255.82,125.83,526,116
142,Home Item 142,Home,137.39,75.15,3406,25
143,Apparel Item 143,Apparel,66.35,39.61,4784,188
144,Beauty Item 144,Beauty,14.54,6.46,4716,107
145,Sports Item 145,Sports,203.57,87.43,2446,202
146,Grocery Item 146,Grocery,163.12,72.03,3432,147
147,Toys Item 147,Toys,247.98,135.31,4941,239
148,Books Item 148,Books,59.88,42.04,3570,134
149,Automotive Item 149,Automotive,12.78,8.14,3312,195
150,Office Item 150,Office,55.86,32.21,1045,169
151,Electronics Item 151,Electronics,222.75,97.54,4848,154
152,Home Item 152,Home,151.03,120.35,3511,44
153,Apparel Item 153,Apparel,215.43,156.43,2131,107
154,Beauty Item 154,Beauty,104.72,60.94,2764,204
155,Sports Item 155,Sports,237.70,158.70,3453,74
156,Grocery Item 156,Grocery,262.04,150.78,4418,23
157,Toys Item 157,Toys,285.71,179.98,562,209
158,Books Item 158,Books,206.98,172.44,254,73
159,Automotive Item 159,Automotive,45.01,38.29,1248,71
160,Office Item 160,Office,50.35,25.34,4620,65
161,Electronics Item 161,Electronics,125.43,85.31,3021,52
162,Home Item 162,Home,259.58,110.24,938,209
163,Apparel Item 163,Apparel,348.72,148.02,885,158
164,Beauty Item 164,Beauty,11.63,7.55,3074,111
165,Sports Item 165,Sports,237.14,169.64,4850,186
166,Grocery Item 166,Grocery,218.05,150.01,2470,227
167,Toys Item 167,Toys,267.69,124.11,4636,210
168,Books Item 168,Books,18.65,10.27,3035,27
169,Automotive Item 169,Automotive,145.92,92.56,3441,220
170,Office Item 170,Office,151.88,89.77,2967,172
171,Electronics Item 171,Electronics,277.34,160.81,1253,121
172,Home Item 172,Home,61.60,34.18,2212,167
173,Apparel Item 173,Apparel,266.21,146.05,3960,129
174,Beauty Item 174,Beauty,165.31,80.10,2198,92
175,Sports Item 175,Sports,336.47,153.75,709,81
176,Grocery Item 176,Grocery,231.39,159.05,3806,155
177,Toys Item 177,Toys,180.28,111.03,235,136
178,Books Item 178,Books,211.58,153.62,1737,100
179,Automotive Item 179,Automotive,227.21,144.22,4883,189
180,Office Item 180,Office,292.91,158.78,4232,58
181,Electronics Item 181,Electronics,37.21,18.15,4002,152
182,Home Item 182,Home,276.22,137.20,4020,124
183,Apparel Item 183,Apparel,181.53,143.35,1815,113
184,Beauty Item 184,Beauty,192.28,125.45,4764,104
185,Sports Item 185,Sports,157.37,86.77,3485,200
186,Grocery Item 186,Grocery,159.64,100.42,3717,79
187,Toys Item 187,Toys,82.36,57.27,1577,90
188,Books Item 188,Books,43.97,24.16,1516,59
189,Automotive Item 189,Automotive,72.49,41.30,4829,204
190,Office Item 190,Office,144.15,95.86,823,223
191,Electronics Item 191,Electronics,53.59,37.36,1469,87
192,Home Item 192,Home,10.00,5.50,2247,21
193,Apparel Item 193,Apparel,323.13,175.45,1034,173
194,Beauty Item 194,Beauty,276.39,156.72,100,156
195,Sports Item 195,Sports,93.24,53.33,2791,57
196,Grocery Item 196,Grocery,254.85,173.89,3913,39
197,Toys Item 197,Toys,245.17,148.51,606,157
198,Books Item 198,Books,139.24,114.41,1222,217
199,Automotive Item 199,Automotive,156.99,102.62,2033,40
200,Office Item 200,Office,169.99,101.78,4883,212
201,Electronics Item 201,Electronics,238.37,112.46,3116,125
202,Home Item 202,Home,249.27,163.81,4821,119
203,Apparel Item 203,Apparel,109.89,57.05,4994,199
204,Beauty Item 204,Beauty,43.25,20.56,1728,77
205,Sports Item 205,Sports,161.42,119.90,1423,151
206,Grocery Item 206,Grocery,18.79,16.29,3690,186
207,Toys Item 207,Toys,163.67,108.10,1896,83
208,Books Item 208,Books,259.94,128.13,3719,28
209,Automotive Item 209,Automotive,287.35,124.67,4831,179
210,Office Item 210,Office,203.01,145.29,940,149
211,Electronics Item 211,Electronics,57.18,42.79,2176,221
212,Home Item 212,Home,34.51,28.18,2519,162
213,Apparel Item 213,Apparel,252.36,135.57,2364,122
214,Beauty Item 214,Beauty,50.29,25.01,3297,79
215,Sports Item 215,Sports,161.84,91.58,658,163
216,Grocery Item 216,Grocery,17.00,10.06,2640,164
217,Toys Item 217,Toys,59.82,47.32,4712,160
218,Books Item 218,Books,411.00,171.29,2207,157
219,Automotive Item 219,Automotive,21.20,10.12,3854,142
220,Office Item 220,Office,271.56,118.32,1486,159
221,Electronics Item 221,Electronics,173.75,80.15,747,130
222,Home Item 222,Home,101.19,64.59,856,229
223,Apparel Item 223,Apparel,52.38,31.47,4058,83
224,Beauty Item 224,Beauty,198.53,120.28,4506,19
225,Sports Item 225,Sports,128.85,83.50,2648,39
226,Grocery Item 226,Grocery,289.20,174.72,4215,221
227,Toys Item 227,Toys,350.83,177.90,4444,128
228,Books Item 228,Books,105.41,76.14,2963,169
229,Automotive Item 229,Automotive,264.44,136.89,422,62
230,Office Item 230,Office,66.04,50.27,2359,122
231,Electronics Item 231,Electronics,279.03,158.91,236,171
232,Home Item 232,Home,160.52,110.77,1297,89
233,Apparel Item 233,Apparel,184.95,100.50,763,67
234,Beauty Item 234,Beauty,409.27,178.63,3780,40
235,Sports Item 235,Sports,157.93,117.64,2390,140
236,Grocery Item 236,Grocery,213.44,127.86,3952,130
237,Toys Item 237,Toys,84.86,46.14,3142,58
238,Books Item 238,Books,296.66,166.17,1118,231
239,Automotive Item 239,Automotive,32.50,15.36,3399,97
240,Office Item 240,Office,300.47,168.36,21,82
241,Electronics Item 241,Electronics,288.91,131.51,4750,178
242,Home Item 242,Home,119.78,89.67,4412,133
243,Apparel Item 243,Apparel,117.92,64.09,4451,106
244,Beauty Item 244,Beauty,129.77,83.60,1545,188
245,Sports Item 245,Sports,73.73,45.27,3365,21
246,Grocery Item 246,Grocery,103.29,59.32,3123,108
247,Toys Item 247,Toys,380.90,177.95,1246,136
248,Books Item 248,Books,227.26,173.77,4834,94
249,Automotive Item 249,Automotive,351.98,156.94,3606,35
250,Office Item 250,Office,165.39,96.09,1180,114
251,Electronics Item 251,Electronics,371.28,157.16,612,130
252,Home Item 252,Home,209.35,141.33,3256,176
253,Apparel Item 253,Apparel,26.88,17.22,4371,107
254,Beauty Item 254,Beauty,332.33,171.88,3997,233
255,Sports Item 255,Sports,189.80,98.76,1923,171
256,Grocery Item 256,Grocery,187.36,124.14,1863,201
257,Toys Item 257,Toys,45.09,19.00,823,123
258,Books Item 258,Books,49.46,32.45,237,21
259,Automotive Item 259,Automotive,73.71,60.41,2936,105
260,Office Item 260,Office,115.30,79.23,3375,154
261,Electronics Item 261,Electronics,170.07,123.68,1434,30
262,Home Item 262,Home,180.53,110.88,1972,137
263,Apparel Item 263,Apparel,218.70,164.57,3777,173
264,Beauty Item 264,Beauty,70.45,47.95,76,240
265,Sports Item 265,Sports,331.05,145.42,4477,50
266,Grocery Item 266,Grocery,37.47,16.07,4813,86
267,Toys Item 267,Toys,195.08,116.09,2048,126
268,Books Item 268,Books,213.52,152.62,3151,228
269,Automotive Item 269,Automotive,128.06,88.53,4685,101
270,Office Item 270,Office,250.42,104.74,2418,15
271,Electronics Item 271,Electronics,347.41,176.10,2248,12
272,Home Item 272,Home,207.09,103.17,401,243
273,Apparel Item 273,Apparel,195.38,110.33,2344,208
274,Beauty Item 274,Beauty,275.64,144.40,2886,66
275,Sports Item 275,Sports,222.81,115.68,1120,170
276,Grocery Item 276,Grocery,39.07,20.20,322,89
277,Toys Item 277,Toys,169.91,142.58,2988,197
278,Books Item 278,Books,60.06,26.26,2676,201
279,Automotive Item 279,Automotive,107.23,76.54,4418,234
280,Office Item 280,Office,317.28,174.95,2232,222
281,Electronics Item 281,Electronics,73.64,32.12,3947,216
282,Home Item 282,Home,123.63,55.24,943,129
283,Apparel Item 283,Apparel,229.96,173.43,1848,230
284,Beauty Item 284,Beauty,244.56,122.71,3255,226
285,Sports Item 285,Sports,233.71,145.41,3232,13
286,Grocery Item 286,Grocery,64.98,49.81,3019,182
287,Toys Item 287,Toys,200.35,135.58,3121,220
288,Books Item 288,Books,187.30,116.02,1915,130
289,Automotive Item 289,Automotive,16.76,7.43,4599,93
290,Office Item 290,Office,235.41,165.00,517,172
291,Electronics Item 291,Electronics,340.31,148.82,2475,176
292,Home Item 292,Home,99.71,75.27,304,87
293,Apparel Item 293,Apparel,232.19,179.28,1923,237
294,Beauty Item 294,Beauty,160.55,98.15,3039,181
295,Sports Item 295,Sports,345.60,171.04,4425,117
296,Grocery Item 296,Grocery,220.15,106.96,3398,177
297,Toys Item 297,Toys,36.17,20.53,3343,250
298,Books Item 298,Books,204.14,171.42,3035,65
299,Automotive Item 299,Automotive,190.52,81.48,2971,35
300,Office Item 300,Office,284.21,176.62,2938,25
301,Electronics Item 301,Electronics,101.92,73.47,1000,227
302,Home Item 302,Home,188.27,148.88,1737,174
303,Apparel Item 303,Apparel,274.66,116.19,414,211
304,Beauty Item 304,Beauty,148.01,62.03,4625,62
305,Sports Item 305,Sports,31.89,15.14,1697,160
306,Grocery Item 306,Grocery,92.21,41.22,2691,208
307,Toys Item 307,Toys,66.27,29.12,23,80
308,Books Item 308,Books,206.20,154.94,1064,148
309,Automotive Item 309,Automotive,64.81,47.37,211,43
310,Office Item 310,Office,12.03,5.63,1949,160
311,Electronics Item 311,Electronics,82.49,60.31,429,42
312,Home Item 312,Home,242.73,134.28,520,131
313,Apparel Item 313,Apparel,131.95,82.34,4863,37
314,Beauty Item 314,Beauty,118.44,83.00,355,196
315,Sports Item 315,Sports,316.36,141.63,4271,87
316,Grocery Item 316,Grocery,197.99,84.07,498,132
317,Toys Item 317,Toys,257.42,152.97,884,135
318,Books Item 318,Books,220.04,129.10,661,92
319,Automotive Item 319,Automotive,136.36,110.67,2252,169
320,Office Item 320,Office,211.17,115.05,2663,107
321,Electronics Item 321,Electronics,324.65,179.05,3716,139
322,Home Item 322,Home,140.34,110.16,937,228
323,Apparel Item 323,Apparel,267.14,118.88,4516,194
324,Beauty Item 324,Beauty,263.58,156.19,1871,115
325,Sports Item 325,Sports,108.15,62.99,3407,196
326,Grocery Item 326,Grocery,33.38,19.83,2088,105
327,Toys Item 327,Toys,345.04,171.79,3885,27
328,Books Item 328,Books,24.07,19.15,3537,34
329,Automotive Item 329,Automotive,217.79,134.79,1065,152
330,Office Item 330,Office,31.95,13.62,4601,94
331,Electronics Item 331,Electronics,202.27,121.59,3464,232
332,Home Item 332,Home,200.48,165.10,2356,163
333,Apparel Item 333,Apparel,74.59,58.30,4156,64
334,Beauty Item 334,Beauty,53.27,30.39,886,99
335,Sports Item 335,Sports,245.65,152.63,2282,156
336,Grocery Item 336,Grocery,72.57,43.03,4595,206
337,Toys Item 337,Toys,283.44,147.86,4560,16
338,Books Item 338,Books,218.51,110.79,2190,17
339,Automotive Item 339,Automotive,70.85,34.93,2531,245
340,Office Item 340,Office,73.10,63.15,1173,154
341,Electronics Item 341,Electronics,147.63,119.35,251,33
342,Home Item 342,Home,191.64,135.06,3439,126
343,Apparel Item 343,Apparel,102.14,63.34,2657,208
344,Beauty Item 344,Beauty,321.50,169.63,430,49
345,Sports Item 345,Sports,59.32,30.86,668,79
346,Grocery Item 346,Grocery,136.80,81.43,4973,123
347,Toys Item 347,Toys,108.32,76.31,4197,39
348,Books Item 348,Books,82.60,64.10,4858,134
349,Automotive Item 349,Automotive,147.82,96.27,1806,111
350,Office Item 350,Office,215.98,177.25,1674,87
351,Electronics Item 351,Electronics,359.24,170.32,2093,84
352,Home Item 352,Home,70.83,61.08,3527,54
353,Apparel Item 353,Apparel,46.97,25.87,1885,138
354,Beauty Item 354,Beauty,202.26,101.89,2901,28
355,Sports Item 355,Sports,152.24,73.28,3573,14
356,Grocery Item 356,Grocery,105.25,84.38,2564,157
357,Toys Item 357,Toys,130.75,78.98,3421,84
358,Books Item 358,Books,27.51,23.39,2660,53
359,Automotive Item 359,Automotive,278.46,144.83,2964,32
360,Office Item 360,Office,102.97,80.30,3569,160
361,Electronics Item 361,Electronics,92.23,73.88,2541,200
362,Home Item 362,Home,98.82,63.09,1377,29
363,Apparel Item 363,Apparel,120.67,93.36,4177,59
364,Beauty Item 364,Beauty,259.19,163.35,1209,70
365,Sports Item 365,Sports,31.16,21.20,1421,164
366,Grocery Item 366,Grocery,63.09,30.06,617,55
367,Toys Item 367,Toys,331.61,171.38,3800,203
368,Books Item 368,Books,192.64,102.78,4624,174
369,Automotive Item 369,Automotive,222.89,115.45,2589,48
370,Office Item 370,Office,140.35,80.84,2480,213
371,Electronics Item 371,Electronics,62.99,51.62,4156,28
372,Home Item 372,Home,99.36,57.94,466,104
373,Apparel Item 373,Apparel,187.15,150.21,739,167
374,Beauty Item 374,Beauty,176.35,108.15,4754,151
375,Sports Item 375,Sports,356.46,171.90,336,125
376,Grocery Item 376,Grocery,305.60,163.90,1542,92
377,Toys Item 377,Toys,195.60,110.09,506,125
378,Books Item 378,Books,48.48,21.32,2813,192
379,Automotive Item 379,Automotive,35.10,17.93,320,73
380,Office Item 380,Office,306.35,128.25,4293,143
381,Electronics Item 381,Electronics,178.04,110.94,2317,109
382,Home Item 382,Home,118.52,75.35,4897,23
383,Apparel Item 383,Apparel,279.55,142.69,539,94
384,Beauty Item 384,Beauty,39.42,19.73,2327,74
385,Sports Item 385,Sports,258.36,131.10,4937,233
386,Grocery Item 386,Grocery,37.08,29.62,1158,244
387,Toys Item 387,Toys,153.19,64.92,3210,43
388,Books Item 388,Books,251.57,108.32,2536,153
389,Automotive Item 389,Automotive,149.06,69.67,1046,181
390,Office Item 390,Office,297.34,127.40,4312,33
391,Electronics Item 391,Electronics,197.06,117.35,2964,14
392,Home Item 392,Home,92.39,67.18,1754,97
393,Apparel Item 393,Apparel,300.13,170.74,1855,45
394,Beauty Item 394,Beauty,46.25,30.43,828,139
395,Sports Item 395,Sports,305.92,139.44,4313,19
396,Grocery Item 396,Grocery,269.82,120.16,1073,162
397,Toys Item 397,Toys,94.26,69.68,1356,194
398,Books Item 398,Books,133.87,80.47,1945,123
399,Automotive Item 399,Automotive,232.21,111.08,3677,69
400,Office Item 400,Office,149.87,97.52,3842,241
401,Electronics Item 401,Electronics,242.79,150.82,4672,122
402,Home Item 402,Home,127.27,84.72,3128,138
403,Apparel Item 403,Apparel,227.20,96.36,1635,215
404,Beauty Item 404,Beauty,246.61,110.03,427,174
405,Sports Item 405,Sports,142.13,88.06,840,192
406,Grocery Item 406,Grocery,338.12,152.72,2335,31
407,Toys Item 407,Toys,205.86,138.07,4205,47
408,Books Item 408,Books,189.82,150.10,1818,219
409,Automotive Item 409,Automotive,131.48,82.85,218,116
410,Office Item 410,Office,22.09,12.43,1931,108
411,Electronics Item 411,Electronics,289.79,179.03,230,91
412,Home Item 412,Home,368.90,167.76,2746,212
413,Apparel Item 413,Apparel,34.56,28.85,3870,188
414,Beauty Item 414,Beauty,315.01,150.11,3842,124
415,Sports Item 415,Sports,255.44,111.92,155,75
416,Grocery Item 416,Grocery,55.04,41.17,4987,145
417,Toys Item 417,Toys,165.21,77.92,1946,87
418,Books Item 418,Books,35.58,24.57,3744,26
419,Automotive Item 419,Automotive,51.61,22.62,4888,147
420,Office Item 420,Office,10.60,5.91,1981,193
421,Electronics Item 421,Electronics,47.91,28.41,2890,71
422,Home Item 422,Home,143.96,104.01,701,144
423,Apparel Item 423,Apparel,216.68,175.51,4309,149
424,Beauty Item 424,Beauty,221.37,92.80,4539,15
425,Sports Item 425,Sports,125.30,72.11,3169,105
426,Grocery Item 426,Grocery,56.06,47.90,553,98
427,Toys Item 427,Toys,90.05,45.68,849,207
428,Books Item 428,Books,222.16,106.00,1092,21
429,Automotive Item 429,Automotive,102.82,65.36,1434,222
430,Office Item 430,Office,243.88,140.91,3920,171
431,Electronics Item 431,Electronics,46.49,35.26,3749,19
432,Home Item 432,Home,66.19,54.94,1634,236
433,Apparel Item 433,Apparel,24.14,10.42,4222,111
434,Beauty Item 434,Beauty,325.65,178.07,2075,19
435,Sports Item 435,Sports,189.35,136.33,2924,230
436,Grocery Item 436,Grocery,315.22,141.21,2719,79
437,Toys Item 437,Toys,40.30,25.03,3276,200
438,Books Item 438,Books,189.59,80.83,2777,57
439,Automotive Item 439,Automotive,160.94,90.83,4253,78
440,Office Item 440,Office,298.12,144.80,646,120
441,Electronics Item 441,Electronics,238.77,109.63,4468,85
442,Home Item 442,Home,74.82,59.85,2421,88
443,Apparel Item 443,Apparel,167.72,81.93,1365,186
444,Beauty Item 444,Beauty,139.40,81.57,2888,167
445,Sports Item 445,Sports,268.28,179.67,469,29
446,Grocery Item 446,Grocery,201.92,121.80,4203,215
447,Toys Item 447,Toys,183.23,135.73,255,46
448,Books Item 448,Books,306.05,153.21,3589,18
449,Automotive Item 449,Automotive,36.62,25.34,3000,102
450,Office Item 450,Office,131.57,70.77,4956,49
451,Electronics Item 451,Electronics,287.78,123.19,3047,123
452,Home Item 452,Home,257.83,138.07,4337,103
453,Apparel Item 453,Apparel,144.11,73.45,2044,39
454,Beauty Item 454,Beauty,10.49,7.59,4241,109
455,Sports Item 455,Sports,213.65,164.70,2132,190
456,Grocery Item 456,Grocery,196.40,81.99,2339,187
457,Toys Item 457,Toys,291.45,165.22,1004,44
458,Books Item 458,Books,264.03,153.95,3646,32
459,Automotive Item 459,Automotive,345.57,146.46,2618,180
460,Office Item 460,Office,79.40,64.49,4441,84
461,Electronics Item 461,Electronics,355.98,160.77,1426,213
462,Home Item 462,Home,95.80,66.98,1646,212
463,Apparel Item 463,Apparel,58.97,27.58,215,102
464,Beauty Item 464,Beauty,162.82,101.06,4519,43
465,Sports Item 465,Sports,140.00,111.31,2533,111
466,Grocery Item 466,Grocery,368.60,179.93,4306,115
467,Toys Item 467,Toys,303.21,139.14,604,42
468,Books Item 468,Books,341.98,175.11,3686,129
469,Automotive Item 469,Automotive,195.02,123.38,4516,173
470,Office Item 470,Office,225.83,107.04,1057,120
471,Electronics Item 471,Electronics,205.67,92.01,1017,142
472,Home Item 472,Home,40.78,30.08,2643,249
473,Apparel Item 473,Apparel,203.43,128.55,4250,239
474,Beauty Item 474,Beauty,66.52,53.28,1608,172
475,Sports Item 475,Sports,257.21,172.27,2480,167
476,Grocery Item 476,Grocery,173.25,97.43,1381,161
477,Toys Item 477,Toys,227.81,169.66,4957,96
478,Books Item 478,Books,282.13,152.13,232,30
479,Automotive Item 479,Automotive,21.57,11.05,4724,77
480,Office Item 480,Office,249.35,118.25,3412,168
481,Electronics Item 481,Electronics,205.79,116.10,4469,84
482,Home Item 482,Home,178.15,116.62,2006,216
483,Apparel Item 483,Apparel,241.85,145.90,3715,28
484,Beauty Item 484,Beauty,168.29,124.88,3404,133
485,Sports Item 485,Sports,134.23,85.21,1176,90
486,Grocery Item 486,Grocery,240.86,155.48,2829,112
487,Toys Item 487,Toys,42.18,26.15,4601,37
488,Books Item 488,Books,103.08,59.48,2191,125
489,Automotive Item 489,Automotive,59.59,46.88,2377,108
490,Office Item 490,Office,260.87,155.96,1308,218
491,Electronics Item 491,Electronics,114.12,60.96,2561,58
492,Home Item 492,Home,244.77,138.07,4216,129
493,Apparel Item 493,Apparel,140.18,91.28,189,33
494,Beauty Item 494,Beauty,303.46,170.31,1972,65
495,Sports Item 495,Sports,128.65,106.25,2304,136
496,Grocery Item 496,Grocery,239.66,108.76,3855,83
497,Toys Item 497,Toys,216.46,97.99,3530,44
498,Books Item 498,Books,327.83,159.19,3303,103
499,Automotive Item 499,Automotive,13.37,11.01,4602,59
500,Office Item 500,Office,101.48,67.17,3164,139
